C00076182|27539|2015|1100|1100|1
C00076182|45873|2015|2750|2750|1
C00076182|49337|2015|300|300|1
C00076182|45873|2015|2000|2000|1
C00076182|47542|2015|250|250|1
C00076182|55345|2015|300|300|1
C00076182|72904|2015|1100|1100|1
C00076182|47546|2015|1000|1000|1
C00076182|56308|2015|200|200|1
C00076182|45873|2015|1200|1200|1
C00076182|45371|2015|150|150|1
C00076182|56714|2015|80|80|1
C00076182|27539|2015|40|40|1
C00076182|27539|2015|80|120|2
C00076182|47542|2015|80|80|1
C00076182|28451|2015|80|80|1
C00076182|30548|2015|40|40|1
C00076182|52773|2015|80|80|1
C00076182|45846|2015|40|40|1
C00076182|47542|2015|40|40|1
C00076182|47546|2015|160|160|1
C00076182|47546|2015|1000|1160|2
C00076182|57350|2015|80|80|1
C00076182|46321|2015|100|100|1
C00566786|78256|2015|25|25|1
C00460550|89169|2015|2600|2600|1
C00313247|01985|2015|2000|2000|1
C00445015|70535|2015|250|250|1
C00445015|71115|2015|1300|1300|1
C00445015|71040|2015|100|100|1
C00333740|18938|2015|2600|2600|1
C00333740|19020|2015|300|300|1
C00333740|19012|2015|2200|2200|1
C00554147|22003|2015|100|100|1
C00409797|22314|2015|300|300|1
C00409797|08035|2015|2700|2700|1
C00422410|91733|2015|2300|2300|1
C00422410|97062|2015|1000|1000|1
C00422410|94025|2015|50|50|1
C00422410|94025|2015|100|150|2
C00422410|94025|2015|50|200|3
C00422410|94025|2015|50|250|4
C00422410|94025|2015|100|350|5
C00422410|94025|2015|100|400|6
C00422410|94025|2015|50|450|7
C00422410|94025|2015|100|550|8
C00422410|55411|2015|100|100|1
C00422410|55411|2015|100|200|2
C00422410|55423|2015|50|50|1
C00422410|85253|2015|100|100|1
C00422410|37923|2015|100|100|1
C00510461|91711|2015|2600|2600|1
C00510461|91711|2015|2600|5200|2
C00510461|91762|2015|2600|2600|1
C00510461|91730|2015|2600|2600|1
C00497933|77024|2015|2700|2700|1
C00497933|78723|2015|2300|2300|1
C00497933|78040|2015|2300|2300|1
C00497933|78730|2015|2700|2700|1
C00497933|78701|2015|1900|1900|1
C00497933|78701|2015|1900|2400|2
C00497933|78729|2015|50|50|1
C00510461|92375|2015|1300|1300|1
C00510461|92270|2015|2600|2600|1
C00497933|78701|2015|100|100|1
C00510461|92270|2015|2600|5200|2
C00510461|90071|2015|2600|2600|1
C00510461|92346|2015|2700|2700|1
C00510461|92346|2015|2700|5400|2
C00510461|98021|2015|50|50|1
C00510461|02462|2015|15|15|1
C00510461|98021|2015|25|25|1
C00510461|98021|2015|25|40|2
C00510461|98021|2015|25|65|3
C00510461|22102|2015|50|50|1
C00510461|22102|2015|50|54|2
C00510461|22102|2015|27|81|3
C00510461|98021|2015|50|50|1
C00510461|98021|2015|50|75|2
C00510461|98021|2015|25|100|3
C00510461|98021|2015|25|125|4
C00510461|98021|2015|25|140|5
C00510461|98021|2015|25|165|6
C00510461|98021|2015|25|190|7
C00510461|98021|2015|25|240|8
C00510461|98021|2015|25|245|9
C00510461|98021|2015|50|295|10
C00510461|98021|2015|25|320|11
C00510461|98021|2015|25|345|12
C00510461|98021|2015|25|350|13
C00510461|20016|2015|15|15|1
C00510461|20016|2015|25|40|2
C00510461|20016|2015|25|65|3
C00510461|20016|2015|25|90|4
C00510461|20016|2015|25|100|5
C00510461|76011|2015|15|15|1
C00510461|02465|2015|15|15|1
C00510461|02465|2015|15|16|2
C00510461|02465|2015|1|17|3
C00510461|02465|2015|1|18|4
C00510461|02465|2015|1|19|5
C00510461|02465|2015|15|34|6
C00510461|92562|2015|75|75|1
C00510461|92562|2015|75|150|2
C00510461|98005|2015|35|35|1
C00510461|98005|2015|35|70|2
C00510461|10014|2015|100|100|1
C00510461|10014|2015|100|200|2
C00510461|22102|2015|11|11|1
C00510461|22102|2015|12|23|2
C00510461|22102|2015|11|34|3
C00510461|22102|2015|11|45|4
C00510461|22102|2015|11|49|5
C00510461|98021|2015|15|15|1
C00510461|92374|2015|50|50|1
C00510461|92374|2015|50|75|2
C00510461|22102|2015|4|4|1
C00510461|92374|2015|50|50|1
C00510461|92374|2015|50|100|2
C00510461|02465|2015|15|15|1
C00510461|02465|2015|15|30|2
C00510461|02465|2015|15|31|3
C00510461|02465|2015|15|32|4
C00510461|02465|2015|15|33|5
C00510461|02465|2015|15|48|6
C00510461|02465|2015|15|73|7
C00510461|02465|2015|15|88|8
C00510461|02465|2015|15|103|9
C00510461|02465|2015|15|128|10
C00510461|02465|2015|15|153|11
C00510461|02465|2015|15|168|12
C00510461|02465|2015|25|193|13
C00510461|02465|2015|25|208|14
C00510461|02465|2015|15|223|15
C00510461|02465|2015|15|238|16
C00510461|02465|2015|15|253|17
C00510461|02465|2015|15|254|18
C00510461|02465|2015|15|255|19
C00510461|02465|2015|15|256|20
C00510461|90067|2015|6|6|1
C00510461|92373|2015|50|50|1
C00510461|92373|2015|50|75|2
C00510461|93546|2015|15|15|1
C00510461|93546|2015|35|50|2
C00510461|93546|2015|35|100|3
C00510461|93546|2015|35|115|4
C00510461|93546|2015|35|140|5
C00510461|93546|2015|35|175|6
C00510461|93546|2015|35|210|7
C00510461|98005|2015|100|100|1
C00510461|27214|2015|25|25|1
C00510461|93546|2015|25|25|1
C00510461|27214|2015|25|25|1
C00510461|27214|2015|50|75|2
C00510461|27214|2015|50|125|3
C00510461|27214|2015|50|150|4
C00510461|27214|2015|50|175|5
C00510461|90056|2015|35|35|1
C00510461|94025|2015|100|100|1
C00510461|02462|2015|35|35|1
C00510461|02462|2015|35|50|2
C00510461|02462|2015|25|75|3
C00510461|90056|2015|25|25|1
C00510461|02465|2015|25|25|1
C00510461|02465|2015|25|40|2
C00510461|02465|2015|15|55|3
C00510461|02465|2015|15|70|4
C00510461|02465|2015|25|95|5
C00510461|02465|2015|25|110|6
C00510461|02465|2015|15|125|7
C00510461|02465|2015|15|140|8
C00510461|02465|2015|25|165|9
C00510461|02465|2015|25|180|10
C00510461|90265|2015|11|11|1
C00510461|02465|2015|15|15|1
C00510461|90265|2015|4|4|1
C00510461|90265|2015|100|104|2
C00510461|90265|2015|4|105|3
C00510461|90265|2015|33|138|4
C00510461|90265|2015|100|238|5
C00510461|90265|2015|100|239|6
C00510461|90265|2015|100|339|7
C00510461|90265|2015|100|439|8
C00510461|90265|2015|100|440|9
C00510461|90265|2015|100|540|10
C00510461|90265|2015|100|640|11
C00510461|90265|2015|100|740|12
C00510461|90265|2015|100|746|13
C00472159|98107|2015|2700|2700|1
C00472159|98404|2015|2500|2500|1
C00472159|98271|2015|2500|2500|1
C00472159|98372|2015|100|100|1
C00513531|78205|2015|1000|1000|1
C00513531|78205|2015|1000|1600|2
C00513531|78205|2015|600|1924|3
C00513531|78572|2015|2500|2500|1
C00307314|22302|2015|500|500|1
C00307314|20007|2015|100|100|1
C00307314|20007|2015|100|200|2
C00385773|33133|2015|2700|2700|1
C00385773|33133|2015|2700|5400|2
C00385773|48034|2015|2700|2700|1
C00195065|76015|2015|2600|2600|1
C00195065|76012|2015|2600|2600|1
C00195065|75201|2015|200|200|1
C00195065|75251|2015|2300|2300|1
C00195065|78750|2015|2700|2700|1
